# Sheet: EDUCATION
,79," Students are barely heard,amending tough rules",KCHS CS,POCY,,,,,,,,,,,,,,,
,80, You don't consider us as people one small mistake you chase us away,KCHS CS,POCY,,,,,,,,,,,,,,,
,81,"You delay , have misplaced priority and even when you seek our response you already know what to do so you do it for formality",KCHS CS,FEDB,,,,,,,,,,,,,,,
,82, Some feedbacks are not usually that encouraging,KCHS CS,FEDB,,,,,,,,,,,,,,,
,83," Most complains or request are delayed so much ,to even a year....but anything affecting the admin is responded too fast.",KCHS CS,FEDB,,,,,,,,,,,,,,,
,84,Yall do not listen once tou have decided that's it,KCHS CS,COMM,,,,,,,,,,,,,,,
,85," There's a lot of judgement from some stuff,alot of lies too about someone's life,invasion of privacy...it's just too much.",KCHS CS,COMM,,,,,,,,,,,,,,,
,86,  Fair because not once have I texted the school asking a particular matter and they leave me on read or give me unsatisfactory response,KCHS CS,COMM,,,,,,,,,,,,,,,
,87,  Due to some harassment in clinical areas,KCHS CS,CLTE,,,,,,,,,,,,,,,
,88," Its an adult learning institution, but we are treated as children  u try to listen to us but no changes",KCHS CS,POCY,,,,,,,,,,,,,,,
,89,   You involve us when you want to carry out projects only for formality purposes and not because you actually want our opinion or input,KCHS CS,FEDB,,,,,,,,,,,,,,,
,90," Concerning sickness, sometimes your very weak and your told to come for sick sheet or attach medical report yet I am a day scholar and once you explain yourself your told to write apology letter",KCHS CS,POCY,,,,,,,,,,,,,,,
,91,   You chase people away without a second thought. You should consider us. Please review your student handbook those two should be increased.,KCHS CS,POCY,,,,,,,,,,,,,,,
,92,"  You're very subjective ....you never want to listen on the second party or if you listen ,you never consider while concluding a repercussion.",KCHS CS,POCY,,,,,,,,,,,,,,,
,93,  Some are rude but in general it's good,KCHS CS,COMM,,,,,,,,,,,,,,,
,94, I think the library time should be extended abit,KCHS CS,POCY,,,,,,,,,,,,,,,
,95," I got chased away for not remembering the name of the book I was looking for, it would have been better if I was redirected to an isle where the book could possibly be",KCHS CS,COMM,,,,,,,,,,,,,,,
,97, According to the official notice library is supposed to be closed at 9pm but immediately at 6pm the library attendant always tells us to get out its time to go home,KCHS CS,POCY,,,,,,,,,,,,,,,
,98, Need an upgrade on some units and books,KCHS CS,TECH,,,,,,,,,,,,,,,
,99,Maintain the opening time especially on weekend,KCHS CS,POCY,,,,,,,,,,,,,,,
,101,"The teaching style lacked clarity and engagement at times. There were occasional difficulties understanding key concepts, and feedback on assignments was limited or delayed. More interactive activities and clearer explanations would greatly improve the learning experience.",KCHS CS,TECH,,,,,,,,,,,,,,,
,102," One week not enough for teaching, reading, absorbing the information and Doing Exams on Friday. A lot of congestion and cramming needed.",KCHS CS,TECH,,,,,,,,,,,,,,,
,103, I suggest they improve on students involvement such presentation by students,KCHS CS,TECH,,,,,,,,,,,,,,,
,104,"Course outline is not fully covered, sometimes last minute rush to cover some topics, esp in out of time allocated for class:early or late classes",KCHS CS,TECH,,,,,,,,,,,,,,,
,106,Enforce a rule whereby not more than like not more than an average of 20% of the lessons easier access to the computer hub,KCHS CS,TECH,,,,,,,,,,,,,,,
,108,"At least speed of teaching to be reduced, all other areas are well done.",KCHS CS,TECH,,,,,,,,,,,,,,,
,109," Fast teaching,just reading through slides, poor method of delivery in some",KCHS CS,TECH,,,,,,,,,,,,,,,
,110,So far has been good except 1 tutor who used to dictate notes without projecting disadvantaging visual learners.,KCHS CS,TECH,,,,,,,,,,,,,,,
,111,"You ask the issues while already done with the semester, is the goal to help us or the people after us",KCHS CS,FEDB,,,,,,,,,,,,,,,
,113,I have been able to grasp quite much though some units have beea challenge especially those that tutor uses alot of grammar that does not add up to anything,KCHS CS,TECH,,,,,,,,,,,,,,,
,115,"Teaching style, try improve on the bulk of information you are impacting on students at certain time let it be about content en how much students understand and not about bulk",KCHS CS,TECH,,,,,,,,,,,,,,,
,116,Teaching methodology for most tutors are okay. Kindly offer prompt feedbacks on cats and  assignments done to give students time to do the revisions that will help them revise as well and make corrections where necessary,KCHS CS,TECH,,,,,,,,,,,,,,,
,119,"The tutors delivered the content adequately, but sometimes the teaching style lacked engagement and clarity.",KCHS CS,TECH,,,,,,,,,,,,,,,
,121,Some tutors articulate their materials well and bring about critical thinking will others not and they espect it to be shown in exams,KCHS CS,TECH,,,,,,,,,,,,,,,
,122,"This was a significant point of discussion, with a focus on improving the quality of food for students. ",KCHS CS,,,,,,,,,,,,,,,,
,,The students discussed the shortage of kitchen staff ,,,,,,,,,,,,,,,,,
,,A key point was the need for food to be well-prepared and should be enough for the students as it has been reported several students to miss food,,,,,,,,,,,,,,,,,
,,outdated policy and procedures,KCHS CS,POCY,,,,,,,,,,,,,,,
,,Delay in the response to maintanace,,POCY,,track the requests,,,,,,,,,,,,,
,,T shirts for POTT,,,,to be given,,,,,,,,,,,,,
,,open examination portal,forum,,,Request tutors to come and revise with you,,,,,,,,,,,,,
,,request for easy access to the examination,forum,,,the library has a lot of resources,,,,,,,,,,,,,
,,complains about fee statement that they are not showing in the ,forum,,,Mid of october that the fee should tally with the actual from the financial,,,,,,,,,,,,,
,,"student welfare, incase a student looses a relative",forum,,,Needs more information and look at the possibility of improving,,,,,,,,,,,,,
,,"Field, for sports and co-curriculum activities",forum,,,,,,,,,,,,,,,,
,,"Students on rotation, student for locum.",forum,,,,,,,,,,,,,,,,
,,"Meals shld be prepared better
Meals are late and lateness of service ",forum,,,,,,,,,,,,,,,,
,,more of staff for serving the meals,forum,,,,,,,,,,,,,,,,
,,lower caf and they are not allowed toeteria is small for the students,forum,,,,,,,,,,,,,,,,
,,clean water at the classrosoms,forum,,,,,,,,,,,,,,,,
,,POTT students clear objectives in the ward and the incharges to be aware that the students are to rotate ,forum,,,MRP for all the cohorts and the objectives shared with the incharges,,,,,,,,,,,,,
,,The road that is connecting the hospital and the classes to be put marrum,forum,,,,,,,,,,,,,,,,
,,"Food is in small portion and when asks for additional, the are assumed",forum,,,Carol and DSS,,,,,,,,,,,,,
,,"External rotations, additional tables and internet connection",forum,,,,,,,,,,,,,,,,
,,Provision of materials before block to class to revise,forum,,,"Access for the notes, organized to have the class tutor to have them shared before the report block",,,,,,,,,,,,,
,,"Tea, is finishing before ",forum,,,Tea is enough but stop the thermos so that others do not miss,,,,,,,,,,,,,
,,Hepatitis B vaccine why the insurance cannokt pay for the vaccine,forum,,,No coveer by SHA,,,,,,,,,,,,,
,,"Resit, should be a new exam of a repeat of the same",forum,,,It is supplementary not resit,,,,,,,,,,,,,
,,cover the amount to our SHA from the school fees,forum,,,The current school fees there is no charge for medical fee,,,,,,,,,,,,,
,,Dayscholars why they are exepted from the staff subsidized meal,forum,,,,,,,,,,,,,,,,
,,Management to pay for DSTV Volley ball and football 4200,,,,To sit with the team to determine if the proposal if it will work,,,,,,,,,,,,,
,,Hot water ,,,,To be provided with the same ,,,,,,,,,,,,,
,,Loans and scholarship,,,,Notification on availability there has been trippled.,,,,,,,,,,,,,
,,Hostility in the clinical area,,,,Follow up to be able to adress this with the specific areas,,,,,,,,,,,,,
,,Student to be allowed to use the lower gate to access the cafeteria,,,,"Dr, Arianna to follow up",,,,,,,,,,,,,
,,Find another way to punish the supplementary,,,,"There is no punishment, ensuring that you study the material again",,,,,,,,,,,,,
,,the classes that are happening outside the scheduled time,,,,Program coordinator to adress the issue,,,,,,,,,,,,,
,,payment for nutritionist consultation,,,,there needs confirmation,,,,,,,,,,,,,
,,pass mark that warants one repeat a whole semester,,,,Bob for clarification,,,,,,,,,,,,,
,,Uniforms,,,,have been ordered,,,,,,,,,,,,,


# Sheet: CPD
,,,,,,CODE KEY,CURR-Curriculum,FEDB-Feedback action,,,WELF-Welfare,,,,,CLTE-clinical teaching,,,CURR-O-Curriculum objectives
,,,,,,,COMM-Communication,SECR-Security,POCY-Policy,,TECH-teaching,,,,,EVNR-Environment,,,
,,,,,,,,,,,,,,,,,,,
DATE,SNO,IDENTIFIED GAP,SOURCE,CODE,ENTRY DATE,RESPONSE,ACTION,RESPONSIBLE PERSON,1 MONTH,3 MONTHS,STATUS,DATE CLOSED,6 MONTHS,ANNUALY,REMARKS,TASK ALLCATION,,,
,1,,,,,,,,,,,,,,,Luke,,,
,2,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,
,16,,,,,,,,,,,,,,,,,,
,17,,,,,,,,,,,,,,,,,,
,18,,,,,,,,,,,,,,,,,,
,19,,,,,,,,,,,,,,,,,,
,20,,,,,,,,,,,,,,,,,,
,21,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,,,,
,23,,,,,,,,,,,,,,,,,,
,24,,,,,,,,,,,,,,,,,,
,25,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,,,,
,27,,,,,,,,,,,,,,,,,,
,28,,,,,,,,,,,,,,,,,,
,29,,,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,,
,31,,,,,,,,,,,,,,,,,,
,32,,,,,,,,,,,,,,,,,,
,33,,,,,,,,,,,,,,,,,,
,34,,,,,,,,,,,,,,,,,,
,35,,,,,,,,,,,,,,,,,,
,36,,,,,,,,,,,,,,,,,,
,37,,,,,,,,,,,,,,,,,,
,38,,,,,,,,,,,,,,,,,,
,39,,,,,,,,,,,,,,,,,,
,40,,,,,,,,,,,,,,,,,,
,41,,,,,,,,,,,,,,,,,,
,42,,,,,,,,,,,,,,,,,,
,43,,,,,,,,,,,,,,,,,,
,44,,,,,,,,,,,,,,,,,,
,45,,,,,,,,,,,,,,,,,,
,46,,,,,,,,,,,,,,,,,,
,47,,,,,,,,,,,,,,,,,,
,48,,,,,,,,,,,,,,,,,,
,49,,,,,,,,,,,,,,,,,,
,50,,,,,,,,,,,,,,,,,,
,51,,,,,,,,,,,,,,,,,,
,52,,,,,,,,,,,,,,,,,,
,54,,,,,,,,,,,,,,,,,,
,55,,,,,,,,,,,,,,,,,,
,56,,,,,,,,,,,,,,,,,,
,57,,,,,,,,,,,,,,,,,,
,58,,,,,,,,,,,,,,,,,,
,59,,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,,
,61,,,,,,,,,,,,,,,,,,
,62,,,,,,,,,,,,,,,,,,
,63,,,,,,,,,,,,,,,,,,
,64,,,,,,,,,,,,,,,,,,
,65,,,,,,,,,,,,,,,,,,
,66,,,,,,,,,,,,,,,,,,
,67,,,,,,,,,,,,,,,,,,
,68,,,,,,,,,,,,,,,,,,
,69,,,,,,,,,,,,,,,,,,
,70,,,,,,,,,,,,,,,,,,
,71,,,,,,,,,,,,,,,,,,
,72,,,,,,,,,,,,,,,,,,
,73,,,,,,,,,,,,,,,,,,
,74,,,,,,,,,,,,,,,,,,
,75,,,,,,,,,,,,,,,,,,
,76,,,,,,,,,,,,,,,,,,
,77,,,,,,,,,,,,,,,,,,
,78,,,,,,,,,,,,,,,,,,
,79,,,,,,,,,,,,,,,,,,
,80,,,,,,,,,,,,,,,,,,
,81,,,,,,,,,,,,,,,,,,
,82,,,,,,,,,,,,,,,,,,
,83,,,,,,,,,,,,,,,,,,
,84,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,
,86,,,,,,,,,,,,,,,,,,
,87,,,,,,,,,,,,,,,,,,
,88,,,,,,,,,,,,,,,,,,
,89,,,,,,,,,,,,,,,,,,
,90,,,,,,,,,,,,,,,,,,
,91,,,,,,,,,,,,,,,,,,
,92,,,,,,,,,,,,,,,,,,
,93,,,,,,,,,,,,,,,,,,
,94,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,
,97,,,,,,,,,,,,,,,,,,
,98,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,
,101,,,,,,,,,,,,,,,,,,
,102,,,,,,,,,,,,,,,,,,
,103,,,,,,,,,,,,,,,,,,
,104,,,,,,,,,,,,,,,,,,
,106,,,,,,,,,,,,,,,,,,
,108,,,,,,,,,,,,,,,,,,
,109,,,,,,,,,,,,,,,,,,
,110,,,,,,,,,,,,,,,,,,
,111,,,,,,,,,,,,,,,,,,
,113,,,,,,,,,,,,,,,,,,
,115,,,,,,,,,,,,,,,,,,
,116,,,,,,,,,,,,,,,,,,
,119,,,,,,,,,,,,,,,,,,
,121,,,,,,,,,,,,,,,,,,
,122,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,


# Sheet: GME
,,,,,,CODE KEY,CURR-Curriculum,FEDB-Feedback action,,,WELF-Welfare,,,,,CLTE-clinical teaching,,,CURR-O-Curriculum objectives
,,,,,,,COMM-Communication,SECR-Security,POCY-Policy,,TECH-teaching,,,,,EVNR-Environment,,,
,,,,,,,,,,,,,,,,,,,
DATE OF,SNO,IDENTIFIED GAP,SOURCE,CODE,ENTRY DATE,RESPONSE,ACTION,RESPONSIBLE PERSON,1 MONTH,3 MONTHS,STATUS,DATE CLOSED,6 MONTHS,ANNUALY,REMARKS,TASK ALLCATION,,,
,1,Need knowledge of how to call and follow up a consult for Internal Medical,FORUM S,POCY,Jul-25,"To share consult policy with resident group, For Oncology to Call Michelle directly",,HOP,,,DONE,15TH JULY 2025,,,,Luke,,,
,2,Staffing surgical consults difficult on Friday,FORUM S,POCY,Jul-25,Discuss with chiefs for escalation policy if overwhelmed,,,,,,,,,,,,,
,3, PAACS residents need library log-in detail,FORUM S,COMM,Jul-25, GME mananger to share process,,,,,,,,,,,,,
,4,Worried about turn around times in clinic:  How can consults from OPD be streamlined for Ortho and Gen Surg,FORUM S,COMM,Jul-25,"Explanation of the procedure in the student foruma. Communicated to OutPatient Head, Dr. Yulu",,,,,IN PROGRESS,,,,,,,,
,5, Need to post clinic schedule publicly to know when/where to refer.,FORUM S,COMM,Jul-25, Communicate to DCS office for sharing,,,,,,,,,,,,,
,6,Need to share the Elimu call rooms location,FORUM S,COMM,Jul-25,GME mananger to share,,,,,,,,,,,,,
,7,Requesting a minor theatre,FORUM S,CLTE,Jul-25,To be shared with Director of Surgery – plans for this in Naivasha and Nairobi,,GME mananger,,,,,,,,,,,
,8,Worried that many days got to 7pm and some to 9pm.,FORUM S,CLTE,Jul-25,,,,,,,,,,,,,,
,9,Notice a delay from 6:30 to 7 in theatre,FORUM S,CLTE,Jul-25,To share with DCS and Theatre User Committee,,,,,,,,,,,,,
,10, Anesthesia program directors traveling a lot,FORUM S,COMM,Jul-25, Communicated to Anesthesia,,,,,,,,,,,,,
,11,Request for white coat ceremony,FORUM S,WELF,Jul-25,Will do starting in December,,,,,,,,,,,,,
,12, Struggle with post weekend theatre (after 48 hours of call),FORUM S,WELF,Jul-25,Communicated to Program Directors at RRC,,,,,,,,,,,,,
,13,Plastics consults with very different schedules for Speed/Length – need for another consultant,FORUM S,WELF,Jul-25, ,,,,,,,,,,,,,
,14, Plastics: need for microsurgery and aesthetic surgery,FORUM S,CLTE,Jul-25,Plastics (all discussed with Plastics PD with action points requested),,Plastics PD,,,,,,,,,,,
,15," Large administrative load makes learning difficult

",FORUM S,CLTE,Jul-25,Plastics (all discussed with Plastics PD with action points requested),,,,,,,,,,,,,
,16,Desire for cadaver lab,FORUM S,CLTE,Jul-25,,,,,,,,,,,,,,
,17, Note we need more PAACS representation in COSECSA,FORUM S,CURR,,,,,,,,,,,,,,,
,18,Surgical skills lab,FORUM S,CLTE,,,,,,,,,,,,,,,
,19,Endo trainer,FORUM S,CLTE,,Discussed with Relevant program directors,,,,,,,,,,,,,
,20,Desire for rotation schedules ahead and set expectations on rotations outside of specialty Family medicine,FORUM S,CURR-O,,Discussed with Relevant program directors,,,,,,,,,,,,,
,21,Desire structure to progression of responsibility,FORUM S,POCY,,offered to receive MedSend money – PD discussing,,,,,,,,,,,,,
,22,Need to have specific objectives communicated to rotations (do they need to go to theatre often?),FORUM S,CURR-O,,Discussed with PDS at RRC,,,,,,,,,,,,,
,23,Infamed paying late ,FORUM S,FEES,, offered to receive MedSend money ,,,,,,,,,,,,,
,24,No dedicated research time in OB/ORtho,FORUM S,CURR,,,,,,,,,,,,,,,
,25,Housing is a challenge – people live from close (5 min walk) to far (30 min drive),FORUM S,ENVR,,Update for the housing complex given. To break ground in 2025 October,,,,,,,,,,,,,
,26,Anesthesia residents request in house call room,FORUM S,WELF,,Will be provided after new housing opens,,,,,,,,,,,,,
,27,Improvement in lighting outside hospital on the way home for those who walk to Madukani,FORUM S,WELF,,In plans for new classroom bulding,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,


# Sheet: RESEARCH
,,,,,,CODE KEY,CURR-Curriculum,FEDB-Feedback action,,,WELF-Welfare,,,,,CLTE-clinical teaching,,,CURR-O-Curriculum objectives
,,,,,,,COMM-Communication,SECR-Security,POCY-Policy,,TECH-teaching,,,,,EVNR-Environment,,,
,,,,,,,,,,,,,,,,,,,
DATE,SNO,IDENTIFIED GAP,SOURCE,CODE,ENTRY DATE,RESPONSE,ACTION,RESPONSIBLE PERSON,1 MONTH,3 MONTHS,STATUS,DATE CLOSED,6 MONTHS,ANNUALY,REMARKS,TASK ALLCATION,,,
Apr-25,1,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,
,16,,,,,,,,,,,,,,,,,,
,17,,,,,,,,,,,,,,,,,,
,18,,,,,,,,,,,,,,,,,,
,19,,,,,,,,,,,,,,,,,,
,20,,,,,,,,,,,,,,,,,,
,21,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,,,,
,23,,,,,,,,,,,,,,,,,,
,24,,,,,,,,,,,,,,,,,,
,25,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,,,,
,27,,,,,,,,,,,,,,,,,,
,28,,,,,,,,,,,,,,,,,,
,29,,,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,,
,31,,,,,,,,,,,,,,,,,,
,32,,,,,,,,,,,,,,,,,,
,33,,,,,,,,,,,,,,,,,,
,34,,,,,,,,,,,,,,,,,,
,35,,,,,,,,,,,,,,,,,,
,36,,,,,,,,,,,,,,,,,,
,37,,,,,,,,,,,,,,,,,,
,38,,,,,,,,,,,,,,,,,,
,39,,,,,,,,,,,,,,,,,,
,40,,,,,,,,,,,,,,,,,,
,41,,,,,,,,,,,,,,,,,,
,42,,,,,,,,,,,,,,,,,,
,43,,,,,,,,,,,,,,,,,,
,44,,,,,,,,,,,,,,,,,,
,45,,,,,,,,,,,,,,,,,,
,46,,,,,,,,,,,,,,,,,,
,47,,,,,,,,,,,,,,,,,,
,48,,,,,,,,,,,,,,,,,,
,49,,,,,,,,,,,,,,,,,,
,50,,,,,,,,,,,,,,,,,,
,51,,,,,,,,,,,,,,,,,,
,52,,,,,,,,,,,,,,,,,,
,54,,,,,,,,,,,,,,,,,,
,55,,,,,,,,,,,,,,,,,,
,56,,,,,,,,,,,,,,,,,,
,57,,,,,,,,,,,,,,,,,,
,58,,,,,,,,,,,,,,,,,,
,59,,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,,
,61,,,,,,,,,,,,,,,,,,
,62,,,,,,,,,,,,,,,,,,
,63,,,,,,,,,,,,,,,,,,
,64,,,,,,,,,,,,,,,,,,
,65,,,,,,,,,,,,,,,,,,
,66,,,,,,,,,,,,,,,,,,
,67,,,,,,,,,,,,,,,,,,
,68,,,,,,,,,,,,,,,,,,
,69,,,,,,,,,,,,,,,,,,
,70,,,,,,,,,,,,,,,,,,
,71,,,,,,,,,,,,,,,,,,
,72,,,,,,,,,,,,,,,,,,
,73,,,,,,,,,,,,,,,,,,
,74,,,,,,,,,,,,,,,,,,
,75,,,,,,,,,,,,,,,,,,
,76,,,,,,,,,,,,,,,,,,
,77,,,,,,,,,,,,,,,,,,
,78,,,,,,,,,,,,,,,,,,
,79,,,,,,,,,,,,,,,,,,
,80,,,,,,,,,,,,,,,,,,
,81,,,,,,,,,,,,,,,,,,
,82,,,,,,,,,,,,,,,,,,
,83,,,,,,,,,,,,,,,,,,
,84,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,
,86,,,,,,,,,,,,,,,,,,
,87,,,,,,,,,,,,,,,,,,
,88,,,,,,,,,,,,,,,,,,
,89,,,,,,,,,,,,,,,,,,
,90,,,,,,,,,,,,,,,,,,
,91,,,,,,,,,,,,,,,,,,
,92,,,,,,,,,,,,,,,,,,
,93,,,,,,,,,,,,,,,,,,
,94,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,
,97,,,,,,,,,,,,,,,,,,
,98,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,
,101,,,,,,,,,,,,,,,,,,
,102,,,,,,,,,,,,,,,,,,
,103,,,,,,,,,,,,,,,,,,
,104,,,,,,,,,,,,,,,,,,
,106,,,,,,,,,,,,,,,,,,
,108,,,,,,,,,,,,,,,,,,
,109,,,,,,,,,,,,,,,,,,
,110,,,,,,,,,,,,,,,,,,
,111,,,,,,,,,,,,,,,,,,
,113,,,,,,,,,,,,,,,,,,
,115,,,,,,,,,,,,,,,,,,
,116,,,,,,,,,,,,,,,,,,
,119,,,,,,,,,,,,,,,,,,
,121,,,,,,,,,,,,,,,,,,
,122,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
